anio,mes,dpto,prov,dist,cultivo,sup_cosechada,produccion_t,rendimiento_kgha,precio_chacra,altitud,temp_max,temp_min,temp_media,amplitud_termica,riesgo_helada,humedad,precipitacion
2019,2,SAN_MARTIN,MOYOBAMBA,SORITOR,ARROZ,28.0,205.0,7321.4,0.7,852,27.5,18.9,23.2,8.6,0,83.9,243.6
2019,2,SAN_MARTIN,MOYOBAMBA,SORITOR,YUCA,10.0,150.0,15000.0,0.7,852,27.5,18.9,23.2,8.6,0,83.9,243.6
2019,2,SAN_MARTIN,BELLAVISTA,ALTO_BIAVO,ARROZ,100.0,720.0,7200.0,0.75,282,32.5,20.7,26.6,11.8,0,85.6,81.2
2019,2,SAN_MARTIN,BELLAVISTA,ALTO_BIAVO,MAIZ_AMARILLO_DURO,300.0,960.0,3200.0,0.7,282,32.5,20.7,26.6,11.8,0,85.6,81.2
2019,2,SAN_MARTIN,BELLAVISTA,ALTO_BIAVO,YUCA,3.0,42.0,14000.0,0.5,282,32.5,20.7,26.6,11.8,0,85.6,81.2
2019,2,SAN_MARTIN,BELLAVISTA,SAN_PABLO,ARROZ,220.0,1540.0,7000.0,0.78,270,20.0,13.2,16.6,6.8,0,92.5,248.3
2019,2,SAN_MARTIN,BELLAVISTA,SAN_PABLO,MAIZ_AMARILLO_DURO,2000.0,5600.0,2800.0,0.7,270,20.0,13.2,16.6,6.8,0,92.5,248.3
2019,2,SAN_MARTIN,BELLAVISTA,SAN_PABLO,YUCA,1.0,14.5,14500.0,0.6,270,20.0,13.2,16.6,6.8,0,92.5,248.3
2019,2,SAN_MARTIN,EL_DORADO,SAN_MARTIN,MAIZ_AMARILLO_DURO,470.0,940.0,2000.0,0.9,420,32.0,22.0,27.0,10.0,0,85.3,221.8
2019,2,SAN_MARTIN,EL_DORADO,SAN_MARTIN,YUCA,9.0,108.0,12000.0,0.4,420,32.0,22.0,27.0,10.0,0,85.3,221.8
2019,2,SAN_MARTIN,HUALLAGA,SAPOSOA,ARROZ,18.0,126.0,7000.0,0.78,307,32.6,22.0,27.3,10.6,0,83.7,136.1
2019,2,SAN_MARTIN,HUALLAGA,SAPOSOA,MAIZ_AMARILLO_DURO,170.0,459.0,2700.0,0.68,307,32.6,22.0,27.3,10.6,0,83.7,136.1
2019,2,SAN_MARTIN,HUALLAGA,SAPOSOA,YUCA,22.0,293.0,13318.2,0.5,307,32.6,22.0,27.3,10.6,0,83.7,136.1
2019,2,SAN_MARTIN,LAMAS,LAMAS,FRIJOL_GRANO_SECO,3.0,2.8,933.3,4.0,840,27.8,20.4,24.1,7.4,0,88.6,222.1
2019,2,SAN_MARTIN,LAMAS,LAMAS,MAIZ_AMARILLO_DURO,10.0,19.0,1900.0,0.9,840,27.8,20.4,24.1,7.4,0,88.6,222.1
2019,2,SAN_MARTIN,LAMAS,LAMAS,YUCA,2.0,26.0,13000.0,0.65,840,27.8,20.4,24.1,7.4,0,88.6,222.1
2019,2,SAN_MARTIN,LAMAS,CAYNARACHI,ARROZ,142.0,1000.0,7042.3,0.8,187,31.6,23.1,27.4,8.5,0,87.7,334.7
2019,2,SAN_MARTIN,LAMAS,CAYNARACHI,MAIZ_AMARILLO_DURO,5.0,9.0,1800.0,0.75,187,31.6,23.1,27.4,8.5,0,87.7,334.7
2019,2,SAN_MARTIN,LAMAS,CAYNARACHI,YUCA,3.0,58.0,19333.3,0.5,187,31.6,23.1,27.4,8.5,0,87.7,334.7
2019,2,SAN_MARTIN,LAMAS,TABALOSOS,MAIZ_AMARILLO_DURO,75.0,144.0,1920.0,0.9,913,30.8,21.4,26.1,9.4,0,84.6,159.5
2019,2,SAN_MARTIN,LAMAS,TABALOSOS,TOMATE,2.0,18.0,9000.0,1.2,913,30.8,21.4,26.1,9.4,0,84.6,159.5
2019,2,SAN_MARTIN,LAMAS,TABALOSOS,YUCA,4.0,52.0,13000.0,0.65,913,30.8,21.4,26.1,9.4,0,84.6,159.5
2019,2,SAN_MARTIN,PICOTA,PILLUANA,"FRIJOL_CAUPI_CHICLAYO,CASTILLA,CHILENO_GS",3.0,3.0,1000.0,2.4,208,33.2,21.6,27.4,11.6,0,81.9,116.1
2019,2,SAN_MARTIN,PICOTA,PILLUANA,MAIZ_AMARILLO_DURO,110.0,250.0,2272.7,0.7,208,33.2,21.6,27.4,11.6,0,81.9,116.1
2019,2,SAN_MARTIN,PICOTA,PILLUANA,TOMATE,0.5,10.0,20000.0,1.0,208,33.2,21.6,27.4,11.6,0,81.9,116.1
2019,2,SAN_MARTIN,PICOTA,PILLUANA,YUCA,2.0,40.0,20000.0,0.55,208,33.2,21.6,27.4,11.6,0,81.9,116.1
2019,2,SAN_MARTIN,SAN_MARTIN,CHAZUTA,MAIZ_AMARILLO_DURO,10.0,20.0,2000.0,0.8,203,33.0,22.4,27.7,10.6,0,87.2,315.0
2019,2,SAN_MARTIN,SAN_MARTIN,CHAZUTA,YUCA,6.0,120.0,20000.0,0.5,203,33.0,22.4,27.7,10.6,0,87.2,315.0
2019,2,SAN_MARTIN,SAN_MARTIN,JUAN_GUERRA,ARROZ,37.0,259.0,7000.0,0.75,225,32.9,21.7,27.3,11.2,0,73.9,211.3
2019,2,SAN_MARTIN,SAN_MARTIN,JUAN_GUERRA,"FRIJOL_CAUPI_CHICLAYO,CASTILLA,CHILENO_GS",2.0,1.6,800.0,2.5,225,32.9,21.7,27.3,11.2,0,73.9,211.3
2019,2,SAN_MARTIN,SAN_MARTIN,JUAN_GUERRA,MAIZ_AMARILLO_DURO,50.0,110.0,2200.0,0.9,225,32.9,21.7,27.3,11.2,0,73.9,211.3
2019,3,ICA,ICA,LA_TINGUINA,ALGODON,73.0,28.55,391.1,2.72,429,33.4,18.1,25.8,15.3,0,79.3,2.8
2019,3,ICA,ICA,LA_TINGUINA,MAIZ_AMARILLO_DURO,110.0,1155.0,10500.0,0.9,429,33.4,18.1,25.8,15.3,0,79.3,2.8
2019,3,ICA,ICA,LA_TINGUINA,MANGO,25.0,60.2,2408.0,0.9,429,33.4,18.1,25.8,15.3,0,79.3,2.8
2019,3,ICA,ICA,LA_TINGUINA,SANDIA,7.0,234.5,33500.0,1.0,429,33.4,18.1,25.8,15.3,0,79.3,2.8
2019,3,ICA,ICA,PARCONA,MAIZ_AMARILLO_DURO,11.0,99.0,9000.0,0.92,407,34.4,18.5,26.4,15.9,0,65.6,3.2
2019,3,ICA,ICA,PARCONA,MANGO,13.5,87.35,6470.4,0.8,407,34.4,18.5,26.4,15.9,0,65.6,3.2
2019,3,ICA,ICA,SAN_JOSE_DE_LOS_MOLINOS,MAIZ_AMARILLO_DURO,145.0,1522.5,10500.0,0.9,794,30.4,18.3,24.4,12.1,0,73.3,10.9
2019,3,ICA,ICA,SAN_JOSE_DE_LOS_MOLINOS,MANGO,34.0,184.6,5429.4,0.9,794,30.4,18.3,24.4,12.1,0,73.3,10.9
2019,3,ICA,CHINCHA,CHINCHA_ALTA,VID,18.5,123.0,6648.6,1.8,97,29.0,21.1,25.0,7.9,0,76.9,1.4
2019,3,ICA,CHINCHA,SAN_JUAN_DE_YANAC,HABA_GRANO_VERDE,2.0,7.98,3990.0,1.8,2550,20.0,12.5,16.2,7.5,0,84.4,28.7
2019,3,ICA,CHINCHA,SAN_JUAN_DE_YANAC,PAPA,3.0,27.94,9313.3,1.1,2550,20.0,12.5,16.2,7.5,0,84.4,28.7
2019,3,ICA,CHINCHA,SAN_PEDRO_DE_HUACARPANA,HABA_GRANO_VERDE,5.0,20.3,4060.0,2.0,3630,11.4,6.2,8.8,5.2,0,89.4,225.8
2019,3,ICA,CHINCHA,SAN_PEDRO_DE_HUACARPANA,PAPA,4.0,36.5,9125.0,1.25,3630,11.4,6.2,8.8,5.2,0,89.4,225.8
2019,3,ICA,PALPA,PALPA,"FRIJOL_CAUPI_CHICLAYO,CASTILLA,CHILENO_GS",5.0,7.5,1500.0,3.0,340,35.8,18.9,27.4,16.9,0,63.6,1.4
2019,3,ICA,PALPA,PALPA,FRIJOL_VAINITA,2.5,6.84,2736.0,1.2,340,35.8,18.9,27.4,16.9,0,63.6,1.4
2019,3,ICA,PALPA,PALPA,MAIZ_AMARILLO_DURO,1.0,9.8,9800.0,1.0,340,35.8,18.9,27.4,16.9,0,63.6,1.4
2019,3,ICA,PALPA,PALPA,MANGO,222.92,1641.0,7361.4,1.6,340,35.8,18.9,27.4,16.9,0,63.6,1.4
2019,3,ICA,PALPA,PALPA,SANDIA,4.7,160.06,34055.3,0.7,340,35.8,18.9,27.4,16.9,0,63.6,1.4
2019,3,ICA,PALPA,PALPA,VID,2.36,9.05,3834.7,1.8,340,35.8,18.9,27.4,16.9,0,63.6,1.4
2019,3,ICA,PALPA,RIO_GRANDE,GRANADA,13.0,75.0,5769.2,3.96,325,34.0,18.7,26.4,15.3,0,70.4,1.2
2019,3,ICA,PALPA,RIO_GRANDE,HIGO,0.5,1.2,2400.0,1.5,325,34.0,18.7,26.4,15.3,0,70.4,1.2
2019,3,ICA,PALPA,RIO_GRANDE,MAIZ_AMARILLO_DURO,7.5,74.15,9886.7,0.98,325,34.0,18.7,26.4,15.3,0,70.4,1.2
2019,3,ICA,PALPA,RIO_GRANDE,MANGO,11.99,110.0,9174.3,1.6,325,34.0,18.7,26.4,15.3,0,70.4,1.2
2019,3,ICA,PALPA,RIO_GRANDE,TOMATE,1.0,36.5,36500.0,1.5,325,34.0,18.7,26.4,15.3,0,70.4,1.2
2019,3,ICA,PISCO,HUMAY,CAMOTE,8.0,191.4,23925.0,0.6,293,30.3,0.0,15.2,30.3,1,78.5,8.0
2019,3,ICA,PISCO,HUMAY,MAIZ_AMARILLO_DURO,349.0,3330.8,9543.8,0.99,293,30.3,0.0,15.2,30.3,1,78.5,8.0
2019,3,ICA,PISCO,HUMAY,MANGO,0.5,2.5,5000.0,1.0,293,30.3,0.0,15.2,30.3,1,78.5,8.0
2019,3,ICA,PISCO,HUMAY,PALLAR_GRANO_SECO,14.0,27.8,1985.7,4.1,293,30.3,0.0,15.2,30.3,1,78.5,8.0
2019,3,ICA,PISCO,HUMAY,SANDIA,6.0,349.0,58166.7,0.8,293,30.3,0.0,15.2,30.3,1,78.5,8.0
2019,3,ICA,PISCO,HUMAY,TOMATE,10.0,789.0,78900.0,0.69,293,30.3,0.0,15.2,30.3,1,78.5,8.0
2019,3,ICA,PISCO,HUMAY,TUNA,2.0,2.35,1175.0,1.8,293,30.3,0.0,15.2,30.3,1,78.5,8.0
2019,3,LA_LIBERTAD,SANCHEZ_CARRION,HUAMACHUCO,AJO,6.0,60.0,10000.0,6.0,3186,17.9,9.3,13.6,8.6,0,81.7,205.1
2019,3,LA_LIBERTAD,SANCHEZ_CARRION,HUAMACHUCO,AVENA_FORRAJERA,9.0,125.0,13888.9,0.3,3186,17.9,9.3,13.6,8.6,0,81.7,205.1
2019,3,LA_LIBERTAD,SANCHEZ_CARRION,HUAMACHUCO,CEBOLLA_CHINA,7.0,112.0,16000.0,1.0,3186,17.9,9.3,13.6,8.6,0,81.7,205.1
2019,3,LA_LIBERTAD,SANCHEZ_CARRION,HUAMACHUCO,COL,1.0,15.6,15600.0,0.98,3186,17.9,9.3,13.6,8.6,0,81.7,205.1
2019,3,LA_LIBERTAD,SANCHEZ_CARRION,HUAMACHUCO,COL_CHINA,0.8,13.4,16750.0,1.3,3186,17.9,9.3,13.6,8.6,0,81.7,205.1
2019,3,LA_LIBERTAD,SANCHEZ_CARRION,HUAMACHUCO,LECHUGA,1.0,15.6,15600.0,1.3,3186,17.9,9.3,13.6,8.6,0,81.7,205.1
2019,3,LA_LIBERTAD,SANCHEZ_CARRION,HUAMACHUCO,PAPA,478.0,10560.0,22092.1,1.22,3186,17.9,9.3,13.6,8.6,0,81.7,205.1
2019,3,LA_LIBERTAD,SANCHEZ_CARRION,HUAMACHUCO,RABANO,1.0,13.45,13450.0,1.0,3186,17.9,9.3,13.6,8.6,0,81.7,205.1
2019,3,LA_LIBERTAD,SANCHEZ_CARRION,HUAMACHUCO,ROCOTO,1.0,8.5,8500.0,1.5,3186,17.9,9.3,13.6,8.6,0,81.7,205.1
2019,3,LA_LIBERTAD,SANCHEZ_CARRION,HUAMACHUCO,ZANAHORIA,40.0,722.0,18050.0,0.6,3186,17.9,9.3,13.6,8.6,0,81.7,205.1
2019,3,LA_LIBERTAD,SANTIAGO_DE_CHUCO,CACHICADAN,ARVEJA_GRANO_VERDE,2.0,6.0,3000.0,2.3,2892,20.0,9.0,14.5,11.0,0,82.2,495.8
2019,3,LA_LIBERTAD,SANTIAGO_DE_CHUCO,CACHICADAN,PAPA,14.0,424.0,30285.7,1.36,2892,20.0,9.0,14.5,11.0,0,82.2,495.8
2019,3,LAMBAYEQUE,CHICLAYO,ETEN,CAMOTE,1.0,16.0,16000.0,0.9,13,28.9,21.1,25.0,7.8,0,75.9,11.4
2019,3,LAMBAYEQUE,CHICLAYO,ETEN,CULANTRO,1.0,5.0,5000.0,1.7,13,28.9,21.1,25.0,7.8,0,75.9,11.4
2019,3,LAMBAYEQUE,CHICLAYO,ETEN,MAIZ_CHOCLO,2.0,22.0,11000.0,1.85,13,28.9,21.1,25.0,7.8,0,75.9,11.4
2019,3,LAMBAYEQUE,CHICLAYO,ETEN,ZANAHORIA,1.0,12.0,12000.0,0.9,13,28.9,21.1,25.0,7.8,0,75.9,11.4
2019,3,LAMBAYEQUE,CHICLAYO,OYOTUN,MAIZ_AMARILLO_DURO,15.0,117.0,7800.0,0.92,187,30.9,20.6,25.8,10.3,0,81.3,20.2
2019,3,LAMBAYEQUE,CHICLAYO,SANA,TOMATE,1.0,37.0,37000.0,1.0,87,34.0,22.1,28.0,11.9,0,70.6,8.9
2019,3,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,CIRUELA,80.0,60.0,750.0,0.5,78,33.9,20.5,27.2,13.4,0,80.3,16.9
2019,3,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,"FRIJOL_CAUPI_CHICLAYO,CASTILLA,CHILENO_GS",27.0,22.0,814.8,3.0,78,33.9,20.5,27.2,13.4,0,80.3,16.9
2019,3,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,MAIZ_AMILACEO,23.0,36.0,1565.2,0.73,78,33.9,20.5,27.2,13.4,0,80.3,16.9
2019,3,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,MAMEY,19.0,46.0,2421.1,0.85,78,33.9,20.5,27.2,13.4,0,80.3,16.9
2019,3,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,TARA,94.0,204.0,2170.2,2.7,78,33.9,20.5,27.2,13.4,0,80.3,16.9
2019,3,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,TORONJA,31.0,305.0,9838.7,0.8,78,33.9,20.5,27.2,13.4,0,80.3,16.9
2019,3,PIURA,AYABACA,AYABACA,PACAE_O_GUABO,15.0,4.0,266.7,0.5,2648,19.3,11.4,15.4,7.9,0,83.8,244.5
2019,3,PIURA,AYABACA,AYABACA,YUCA,12.0,48.0,4000.0,1.5,2648,19.3,11.4,15.4,7.9,0,83.8,244.5
2019,3,PIURA,AYABACA,FRIAS,PACAE_O_GUABO,15.0,3.0,200.0,0.5,3080,16.2,8.6,12.4,7.6,0,85.1,180.4
2019,3,PIURA,HUANCABAMBA,EL_CARMEN_DE_LA_FRONTERA,CAPULI,35.0,1.0,28.6,2.0,2974,17.2,6.3,11.8,10.9,0,78.7,76.4
2019,3,PIURA,HUANCABAMBA,EL_CARMEN_DE_LA_FRONTERA,PACAE_O_GUABO,4.0,1.0,250.0,0.5,2974,17.2,6.3,11.8,10.9,0,78.7,76.4
2019,3,PIURA,HUANCABAMBA,EL_CARMEN_DE_LA_FRONTERA,PAPA,21.0,193.0,9190.5,0.6,2974,17.2,6.3,11.8,10.9,0,78.7,76.4
2019,3,PIURA,HUANCABAMBA,SONDORILLO,ARVEJA_GRANO_VERDE,7.0,14.0,2000.0,2.8,1917,13.7,14.7,14.2,-1.0,0,34.7,101.2
2019,3,PIURA,HUANCABAMBA,SONDORILLO,LIMON_DULCE,1.0,0.36,360.0,2.0,1917,13.7,14.7,14.2,-1.0,0,34.7,101.2
2019,3,PIURA,HUANCABAMBA,SONDORILLO,PACAE_O_GUABO,5.0,1.0,200.0,0.5,1917,13.7,14.7,14.2,-1.0,0,34.7,101.2
2019,3,PIURA,HUANCABAMBA,SONDORILLO,PAPA,12.0,144.0,12000.0,0.7,1917,13.7,14.7,14.2,-1.0,0,34.7,101.2
2019,3,PIURA,PAITA,COLAN,CIRUELA,10.0,1.0,100.0,0.5,7,32.9,23.2,28.0,9.7,0,69.7,5.5
2019,3,PIURA,PAITA,COLAN,GUANABANA,4.0,2.0,500.0,7.0,7,32.9,23.2,28.0,9.7,0,69.7,5.5
2019,3,PIURA,SULLANA,MARCAVELICA,CIRUELA,25.0,2.0,80.0,0.5,44,36.9,23.3,30.1,13.6,0,67.8,10.2
2019,3,PIURA,SULLANA,MARCAVELICA,GUANABANA,3.0,8.0,2666.7,7.0,44,36.9,23.3,30.1,13.6,0,67.8,10.2
2019,3,PIURA,SULLANA,MARCAVELICA,MAMEY,15.0,6.0,400.0,1.8,44,36.9,23.3,30.1,13.6,0,67.8,10.2
2019,3,SAN_MARTIN,MOYOBAMBA,JEPELACIO,ARROZ,6.0,48.0,8000.0,0.7,1057,26.1,17.1,21.6,9.0,0,88.6,209.9
2019,3,SAN_MARTIN,MOYOBAMBA,JEPELACIO,CAIMITO,2.0,3.0,1500.0,0.9,1057,26.1,17.1,21.6,9.0,0,88.6,209.9
2019,3,SAN_MARTIN,MOYOBAMBA,JEPELACIO,FRIJOL_GRANO_SECO,5.0,5.0,1000.0,5.0,1057,26.1,17.1,21.6,9.0,0,88.6,209.9
2019,3,SAN_MARTIN,MOYOBAMBA,JEPELACIO,YUCA,6.0,90.0,15000.0,0.85,1057,26.1,17.1,21.6,9.0,0,88.6,209.9
2019,3,SAN_MARTIN,MOYOBAMBA,SORITOR,ARROZ,15.0,123.0,8200.0,0.74,852,28.2,18.7,23.4,9.5,0,82.3,108.2
2019,3,SAN_MARTIN,MOYOBAMBA,SORITOR,YUCA,9.0,135.0,15000.0,0.8,852,28.2,18.7,23.4,9.5,0,82.3,108.2
2019,3,SAN_MARTIN,BELLAVISTA,ALTO_BIAVO,ARROZ,140.0,952.0,6800.0,0.68,282,32.3,21.7,27.0,10.6,0,86.9,143.0
2019,3,SAN_MARTIN,BELLAVISTA,ALTO_BIAVO,FRIJOL_GRANO_SECO,8.0,6.0,750.0,4.0,282,32.3,21.7,27.0,10.6,0,86.9,143.0
2019,3,SAN_MARTIN,BELLAVISTA,ALTO_BIAVO,MAIZ_AMARILLO_DURO,20.0,70.0,3500.0,0.65,282,32.3,21.7,27.0,10.6,0,86.9,143.0
2019,3,SAN_MARTIN,BELLAVISTA,ALTO_BIAVO,YUCA,3.0,42.0,14000.0,0.5,282,32.3,21.7,27.0,10.6,0,86.9,143.0
2019,3,SAN_MARTIN,BELLAVISTA,ALTO_BIAVO,ZAPOTE,1.0,8.0,8000.0,0.25,282,32.3,21.7,27.0,10.6,0,86.9,143.0
2019,3,SAN_MARTIN,BELLAVISTA,SAN_PABLO,ARROZ,366.0,2452.0,6699.5,0.65,270,20.2,13.4,16.8,6.8,0,91.9,204.3
2019,3,SAN_MARTIN,BELLAVISTA,SAN_PABLO,FRIJOL_GRANO_SECO,3.0,2.0,666.7,4.5,270,20.2,13.4,16.8,6.8,0,91.9,204.3
2019,3,SAN_MARTIN,BELLAVISTA,SAN_PABLO,MAIZ_AMARILLO_DURO,352.0,1056.0,3000.0,0.8,270,20.2,13.4,16.8,6.8,0,91.9,204.3
2019,3,SAN_MARTIN,BELLAVISTA,SAN_PABLO,YUCA,2.0,29.0,14500.0,0.6,270,20.2,13.4,16.8,6.8,0,91.9,204.3
2019,3,SAN_MARTIN,BELLAVISTA,SAN_PABLO,ZAPOTE,1.0,3.0,3000.0,0.4,270,20.2,13.4,16.8,6.8,0,91.9,204.3
2019,3,SAN_MARTIN,EL_DORADO,SAN_MARTIN,FRIJOL_GRANO_SECO,5.0,5.0,1000.0,6.0,420,31.9,22.1,27.0,9.8,0,87.8,205.9
2019,3,SAN_MARTIN,EL_DORADO,SAN_MARTIN,PACAE_O_GUABO,12.0,35.0,2916.7,0.3,420,31.9,22.1,27.0,9.8,0,87.8,205.9
2019,3,SAN_MARTIN,EL_DORADO,SAN_MARTIN,YUCA,4.0,48.0,12000.0,0.4,420,31.9,22.1,27.0,9.8,0,87.8,205.9
2019,3,SAN_MARTIN,EL_DORADO,SAN_MARTIN,ZAPOTE,1.0,10.0,10000.0,0.3,420,31.9,22.1,27.0,9.8,0,87.8,205.9
2019,3,SAN_MARTIN,HUALLAGA,SAPOSOA,ARROZ,19.0,135.0,7105.3,0.78,307,32.5,21.9,27.2,10.6,0,84.7,237.6
2019,3,SAN_MARTIN,HUALLAGA,SAPOSOA,MAIZ_AMARILLO_DURO,72.0,195.0,2708.3,0.73,307,32.5,21.9,27.2,10.6,0,84.7,237.6
2019,3,SAN_MARTIN,HUALLAGA,SAPOSOA,YUCA,20.0,266.0,13300.0,0.5,307,32.5,21.9,27.2,10.6,0,84.7,237.6
2019,3,SAN_MARTIN,HUALLAGA,SAPOSOA,ZAPOTE,1.0,5.0,5000.0,0.6,307,32.5,21.9,27.2,10.6,0,84.7,237.6
2019,3,SAN_MARTIN,LAMAS,LAMAS,CAIMITO,6.0,22.0,3666.7,0.55,840,27.8,20.4,24.1,7.4,0,88.9,159.2
2019,3,SAN_MARTIN,LAMAS,LAMAS,FRIJOL_GRANO_SECO,12.0,11.7,975.0,3.5,840,27.8,20.4,24.1,7.4,0,88.9,159.2
2019,3,SAN_MARTIN,LAMAS,LAMAS,MAIZ_AMARILLO_DURO,6.0,12.0,2000.0,1.0,840,27.8,20.4,24.1,7.4,0,88.9,159.2
2019,3,SAN_MARTIN,LAMAS,LAMAS,PACAE_O_GUABO,10.0,30.0,3000.0,0.45,840,27.8,20.4,24.1,7.4,0,88.9,159.2
2019,3,SAN_MARTIN,LAMAS,LAMAS,YUCA,6.0,80.0,13333.3,0.65,840,27.8,20.4,24.1,7.4,0,88.9,159.2
2019,3,SAN_MARTIN,LAMAS,CAYNARACHI,ARROZ,142.0,1005.0,7077.5,0.8,187,31.3,23.0,27.2,8.3,0,88.3,340.7
2019,3,SAN_MARTIN,LAMAS,CAYNARACHI,PACAE_O_GUABO,5.0,10.0,2000.0,0.4,187,31.3,23.0,27.2,8.3,0,88.3,340.7
2019,3,SAN_MARTIN,LAMAS,CAYNARACHI,YUCA,4.0,78.0,19500.0,0.5,187,31.3,23.0,27.2,8.3,0,88.3,340.7
2019,3,SAN_MARTIN,LAMAS,TABALOSOS,CAIMITO,8.0,30.0,3750.0,0.45,913,30.8,21.2,26.0,9.6,0,84.7,183.0
2019,3,SAN_MARTIN,LAMAS,TABALOSOS,"CEREZA_DE_CAYENA,_PITANGA_O_NANGAPIRI",1.0,4.0,4000.0,0.55,913,30.8,21.2,26.0,9.6,0,84.7,183.0
2019,3,SAN_MARTIN,LAMAS,TABALOSOS,CHIRIMOYA,1.0,3.0,3000.0,0.5,913,30.8,21.2,26.0,9.6,0,84.7,183.0
2019,3,SAN_MARTIN,LAMAS,TABALOSOS,FRIJOL_GRANO_SECO,4.0,4.0,1000.0,3.8,913,30.8,21.2,26.0,9.6,0,84.7,183.0
2019,3,SAN_MARTIN,LAMAS,TABALOSOS,PACAE_O_GUABO,17.0,60.0,3529.4,0.45,913,30.8,21.2,26.0,9.6,0,84.7,183.0
2019,3,SAN_MARTIN,LAMAS,TABALOSOS,TAPERIBA,7.0,45.0,6428.6,0.45,913,30.8,21.2,26.0,9.6,0,84.7,183.0
2019,3,SAN_MARTIN,LAMAS,TABALOSOS,YUCA,10.0,140.0,14000.0,0.6,913,30.8,21.2,26.0,9.6,0,84.7,183.0
2019,3,SAN_MARTIN,LAMAS,TABALOSOS,ZAPOTE,5.0,40.0,8000.0,0.55,913,30.8,21.2,26.0,9.6,0,84.7,183.0
2019,3,SAN_MARTIN,PICOTA,PILLUANA,"CEREZA_DE_CAYENA,_PITANGA_O_NANGAPIRI",1.0,4.0,4000.0,0.5,208,33.3,21.2,27.2,12.1,0,80.9,88.4
2019,3,SAN_MARTIN,PICOTA,PILLUANA,"FRIJOL_CAUPI_CHICLAYO,CASTILLA,CHILENO_GS",2.0,2.0,1000.0,2.4,208,33.3,21.2,27.2,12.1,0,80.9,88.4
2019,3,SAN_MARTIN,PICOTA,PILLUANA,PACAE_O_GUABO,7.0,37.0,5285.7,0.3,208,33.3,21.2,27.2,12.1,0,80.9,88.4
2019,3,SAN_MARTIN,PICOTA,PILLUANA,TOMATE,0.5,9.0,18000.0,1.3,208,33.3,21.2,27.2,12.1,0,80.9,88.4
2019,3,SAN_MARTIN,PICOTA,PILLUANA,YUCA,3.0,60.0,20000.0,0.55,208,33.3,21.2,27.2,12.1,0,80.9,88.4
2019,3,SAN_MARTIN,SAN_MARTIN,CHAZUTA,CAIMITO,2.0,1.0,500.0,0.3,203,32.4,22.7,27.6,9.7,0,89.1,162.0
2019,3,SAN_MARTIN,SAN_MARTIN,CHAZUTA,MAIZ_AMARILLO_DURO,15.0,30.0,2000.0,0.8,203,32.4,22.7,27.6,9.7,0,89.1,162.0
2019,3,SAN_MARTIN,SAN_MARTIN,CHAZUTA,PACAE_O_GUABO,27.0,180.0,6666.7,0.4,203,32.4,22.7,27.6,9.7,0,89.1,162.0
2019,3,SAN_MARTIN,SAN_MARTIN,CHAZUTA,YUCA,17.0,340.0,20000.0,0.5,203,32.4,22.7,27.6,9.7,0,89.1,162.0
2019,4,ICA,ICA,LA_TINGUINA,MAIZ_AMARILLO_DURO,55.0,606.0,11018.2,0.9,429,31.2,15.3,23.2,15.9,0,80.4,0.0
2019,4,ICA,ICA,LA_TINGUINA,SANDIA,10.0,325.0,32500.0,1.0,429,31.2,15.3,23.2,15.9,0,80.4,0.0
2019,4,ICA,ICA,PARCONA,MAIZ_AMARILLO_DURO,10.0,98.0,9800.0,0.92,407,32.0,16.0,24.0,16.0,0,65.2,0.0
2019,4,ICA,ICA,SAN_JOSE_DE_LOS_MOLINOS,MAIZ_AMARILLO_DURO,180.0,1979.5,10997.2,0.9,794,28.9,16.8,22.8,12.1,0,73.8,0.0
2019,4,ICA,ICA,SAN_JOSE_DE_LOS_MOLINOS,PALLAR_GRANO_SECO,10.0,15.0,1500.0,3.0,794,28.9,16.8,22.8,12.1,0,73.8,0.0
2019,4,ICA,CHINCHA,CHINCHA_ALTA,HIGO,4.0,4.5,1125.0,2.5,97,26.6,19.1,22.8,7.5,0,81.8,0.0
2019,4,ICA,CHINCHA,SAN_JUAN_DE_YANAC,HABA_GRANO_VERDE,4.0,15.4,3850.0,1.5,2550,20.2,12.5,16.4,7.7,0,80.0,0.4
2019,4,ICA,CHINCHA,SAN_JUAN_DE_YANAC,PAPA,2.0,21.0,10500.0,1.4,2550,20.2,12.5,16.4,7.7,0,80.0,0.4
2019,4,ICA,CHINCHA,SAN_PEDRO_DE_HUACARPANA,ARVEJA_GRANO_VERDE,2.0,7.32,3660.0,2.0,3630,11.6,5.1,8.4,6.5,0,70.1,0.0
2019,4,ICA,CHINCHA,SAN_PEDRO_DE_HUACARPANA,HABA_GRANO_VERDE,3.0,11.9,3966.7,1.8,3630,11.6,5.1,8.4,6.5,0,70.1,0.0
2019,4,ICA,CHINCHA,SAN_PEDRO_DE_HUACARPANA,OLLUCO,2.0,7.3,3650.0,1.5,3630,11.6,5.1,8.4,6.5,0,70.1,0.0
